"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"1955","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-150-PFMC-Sep 19-nitrogen","Sample-Routine","Water",NA,2019-09-15,"12:32:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.526","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-09-15,NA,NA,NA,NA,NA,"STORET",2019-09-15 18:32:00,NA,"Nitrogen Total ppm"
"1956","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-103-SLBC-Nov 18-nitrogen","Sample-Routine","Water",NA,2018-11-30,"13:42:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.327","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-11-30,NA,NA,NA,NA,NA,"STORET",2018-11-30 19:42:00,NA,"Nitrogen Total ppm"
"1957","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 Mar 25 2016 TotalN","Sample-Routine","Water",NA,2016-03-25,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.417","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-03-25,NA,NA,NA,NA,NA,"STORET",2016-03-25 18:00:00,NA,"Nitrogen Total mg/l"
"1958","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD3 May 22 2018 TotalN","Sample-Routine","Water",NA,2018-05-22,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD3",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.011","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-05-22,NA,NA,NA,NA,NA,"STORET",2018-05-22 18:00:00,NA,"Nitrogen Total mg/l"
"1959","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-25 NBC-Apr 17-nitorgen","Sample-Routine","Water",NA,2017-04-07,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.343","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-04-07,NA,NA,NA,NA,NA,"STORET",2017-04-07 17:40:00,NA,"Nitrogen Total ppm"
"1960","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-39-ECC-July 17-nitrogen","Sample-Routine","Water",NA,2017-07-11,"13:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.621","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-07-11,NA,NA,NA,NA,NA,"STORET",2017-07-11 19:00:00,NA,"Nitrogen Total ppm"
"1961","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-112-CC-Mar19-nitrogen","Sample-Routine","Water",NA,2019-03-01,"12:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.401","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-01,NA,NA,NA,NA,NA,"STORET",2019-03-01 18:30:00,NA,"Nitrogen Total ppm"
"1962","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-32 CC-June 17-nitorgen","Sample-Routine","Water",NA,2017-05-31,"13:25:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.273","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-05-31,NA,NA,NA,NA,NA,"STORET",2017-05-31 19:25:00,NA,"Nitrogen Total ppm"
"1963","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 Jun 15 2015 TotalN","Sample-Routine","Water",NA,2015-06-15,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.736","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-06-15,NA,NA,NA,NA,NA,"STORET",2015-06-15 18:00:00,NA,"Nitrogen Total mg/l"
"1964","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-79-ECC-Jun 18-nitrogen","Sample-Routine","Water",NA,2018-06-07,"08:58:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.265","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-07,NA,NA,NA,NA,NA,"STORET",2018-06-07 14:58:00,NA,"Nitrogen Total ppm"
"1965","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-140-PFMC-Jul 19-nitrogen","Sample-Routine","Water",NA,2019-07-19,"10:24:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.347","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-07-19,NA,NA,NA,NA,NA,"STORET",2019-07-19 16:24:00,NA,"Nitrogen Total ppm"
"1966","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 August 16 2017 TotalN","Sample-Routine","Water",NA,2017-08-16,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.687","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-08-16,NA,NA,NA,NA,NA,"STORET",2017-08-16 18:00:00,NA,"Nitrogen Total mg/l"
"1967","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-72-CLC-May 18-nitrogen","Sample-Routine","Water",NA,2018-05-11,"11:41:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.595","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-05-11,NA,NA,NA,NA,NA,"STORET",2018-05-11 17:41:00,NA,"Nitrogen Total ppm"
"1968","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-104-ECC-Dec 18-nitrogen","Sample-Routine","Water",NA,2018-12-07,"10:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.275","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-12-07,NA,NA,NA,NA,NA,"STORET",2018-12-07 16:15:00,NA,"Nitrogen Total ppm"
"1969","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-76-ECC-May 18-nitrogen","Sample-Routine","Water",NA,2018-05-16,"10:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.255","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-05-16,NA,NA,NA,NA,NA,"STORET",2018-05-16 16:00:00,NA,"Nitrogen Total ppm"
"1970","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-73-PFMC-Apr 18-nitrogen","Sample-Routine","Water",NA,2018-04-27,"10:38:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.351","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-04-27,NA,NA,NA,NA,NA,"STORET",2018-04-27 16:38:00,NA,"Nitrogen Total ppm"
"1971","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-17 CLC-Feb 16-Nitrogen","Sample-Routine","Water",NA,2017-02-10,"11:55:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.321","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-02-10,NA,NA,NA,NA,NA,"STORET",2017-02-10 17:55:00,NA,"Nitrogen Total ppm"
"1972","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-114-NBC-Mar 19-nitrogen","Sample-Routine","Water",NA,2019-03-01,"11:09:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.389","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-01,NA,NA,NA,NA,NA,"STORET",2019-03-01 17:09:00,NA,"Nitrogen Total ppm"
"1973","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-55-RC- Nov 17-nitrogen","Sample-Routine","Water",NA,2017-11-24,"11:42:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.806","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-11-24,NA,NA,NA,NA,NA,"STORET",2017-11-24 17:42:00,NA,"Nitrogen Total ppm"
"1974","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-114-CLC-Mar 19-nitrogen","Sample-Routine","Water",NA,2019-03-08,"09:39:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.292","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-08,NA,NA,NA,NA,NA,"STORET",2019-03-08 15:39:00,NA,"Nitrogen Total ppm"
"1975","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-60- PFMC- Dec 17-nitrogen","Sample-Routine","Water",NA,2017-12-21,"10:32:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.615","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-12-21,NA,NA,NA,NA,NA,"STORET",2017-12-21 16:32:00,NA,"Nitrogen Total ppm"
"1976","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-81-RC-Jun 18-nitrogen","Sample-Routine","Water",NA,2018-06-13,"13:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.703","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-13,NA,NA,NA,NA,NA,"STORET",2018-06-13 19:50:00,NA,"Nitrogen Total ppm"
"1977","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 Mar 21 2017 TotalN","Sample-Routine","Water",NA,2017-03-21,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.43","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-03-21,NA,NA,NA,NA,NA,"STORET",2017-03-21 18:00:00,NA,"Nitrogen Total mg/l"
"1978","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 May 26 2015 TotalN","Sample-Routine","Water",NA,2015-05-26,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.725","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-05-26,NA,NA,NA,NA,NA,"STORET",2015-05-26 18:00:00,NA,"Nitrogen Total mg/l"
"1979","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-75-ECC-May 18-nitrogen","Sample-Routine","Water",NA,2018-05-11,"09:51:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.151","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-05-11,NA,NA,NA,NA,NA,"STORET",2018-05-11 15:51:00,NA,"Nitrogen Total ppm"
"1980","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-10 CC-Dec 16-Nitrogen","Sample-Routine","Water",NA,2016-12-14,"14:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.517","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-12-14,NA,NA,NA,NA,NA,"STORET",2016-12-14 20:15:00,NA,"Nitrogen Total ppm"
"1981","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 May 3 2016 TotalN","Sample-Routine","Water",NA,2016-05-03,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.848","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-05-03,NA,NA,NA,NA,NA,"STORET",2016-05-03 18:00:00,NA,"Nitrogen Total mg/l"
"1982","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-49-PFMC- Oct 17 - nitrogen","Sample-Routine","Water",NA,2017-10-11,"09:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.067","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-10-11,NA,NA,NA,NA,NA,"STORET",2017-10-11 15:50:00,NA,"Nitrogen Total ppm"
"1983","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD4 May 21 2018 TotalN","Sample-Routine","Water",NA,2018-04-23,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD4",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.646","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-04-23,NA,NA,NA,NA,NA,"STORET",2018-04-23 18:00:00,NA,"Nitrogen Total mg/l"
"1984","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-94-CLC-Oct 18-nitrogen","Sample-Routine","Water",NA,2018-10-12,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","below detection limits","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-10-12,NA,NA,NA,NA,NA,"STORET",2018-10-12 15:30:00,NA,"Nitrogen Total ppm"
"1985","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-16 CC-Feb 16-Nitrogen","Sample-Routine","Water",NA,2017-02-03,"14:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.431","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-02-03,NA,NA,NA,NA,NA,"STORET",2017-02-03 20:00:00,NA,"Nitrogen Total ppm"
"1986","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-126-RC-May 19-nitrogen","Sample-Routine","Water",NA,2019-05-20,"12:31:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.686","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-05-20,NA,NA,NA,NA,NA,"STORET",2019-05-20 18:31:00,NA,"Nitrogen Total ppm"
"1987","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 March 19 2018 TotalN","Sample-Routine","Water",NA,2018-03-19,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.21","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-03-19,NA,NA,NA,NA,NA,"STORET",2018-03-19 18:00:00,NA,"Nitrogen Total mg/l"
"1988","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD3 Jan 8 2018 TotalN","Sample-Routine","Water",NA,2018-01-08,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD3",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.842","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-01-08,NA,NA,NA,NA,NA,"STORET",2018-01-08 18:00:00,NA,"Nitrogen Total mg/l"
"1989","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-2 CC-Oct 16-Nitrogen","Sample-Routine","Water",NA,2016-10-21,"12:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.067","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-10-21,NA,NA,NA,NA,NA,"STORET",2016-10-21 18:30:00,NA,"Nitrogen Total ppm"
"1990","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-44-CC-Aug 17-nitrogen","Sample-Routine","Water",NA,2017-08-15,"12:42:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.937","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-08-15,NA,NA,NA,NA,NA,"STORET",2017-08-15 18:42:00,NA,"Nitrogen Total ppm"
